;palabra;segmentacion
20314;wingkawchefuliyu;['wingka', 'wche', 'fu', 'liyu']
20315;mallmallngekefuliyu;['mallmall', 'nge', 'ke', 'fu', 'liyu']
20316;mallmallngeliyu;['mallmall', 'nge', 'liyu']
20317;trariliyu;['trari', 'liyu']
20318;ayiwkefuliyu;['ayi', 'w', 'ke', 'fu', 'liyu']
20319;kintukefuliyu;['kintu', 'ke', 'fu', 'liyu']
20320;ketrakefuliyu;['ketra', 'ke', 'fu', 'liyu']
20321;willufkefuliyu;['willuf', 'ke', 'fu', 'liyu']
20322;trekaliyu;['treka', 'liyu']
20323;yelmeeliyu;['ye', 'l', 'me', 'e', 'liyu']
20324;fendeliyu;['fende', 'liyu']
20325;femkellefuliyu;['fem', 'ke', 'lle', 'fu', 'liyu']
20326;famfamtuwkefuliyu;['fam', 'fam', 'tu', 'w', 'ke', 'fu', 'liyu']
20327;ngillametuliyu;['ngilla', 'me', 'tu', 'liyu']
20328;küdawtualiyu;['küdaw', 'tu', 'a', 'liyu']
20329;wilifñmaliyu;['wilif', 'ñma', 'liyu']
20330;horaliyu;['hora', 'liyu']
20331;wedwedkülekefuliyu;['wedwed', 'küle', 'ke', 'fu', 'liyu']
20332;pengealiyu;['pe', 'nge', 'a', 'liyu']
20333;sakiñngefuliyu;['sakiñ', 'nge', 'fu', 'liyu']
20334;kiñengefuliyu;['kiñe', 'nge', 'fu', 'liyu']
20335;weñekunuñmangeliyu;['weñe', 'kunu', 'ñma', 'nge', 'liyu']
20336;gastaliyu;['gasta', 'liyu']
20337;arrendanieliyu;['arrenda', 'nie', 'liyu']
20338;weñeñmangeliyu;['weñe', 'ñma', 'nge', 'liyu']
20339;llamarumeliyu;['llama', 'rume', 'liyu']
20340;ngümangümangeliyu;['ngüma', 'ngüma', 'nge', 'liyu']
20341;nentuñmangeliyu;['nentu', 'ñma', 'nge', 'liyu']
20342;chamalltukefuliyu;['chamall', 'tu', 'ke', 'fu', 'liyu']
20343;piwkefuliyu;['pi', 'w', 'ke', 'fu', 'liyu']
20344;yeñmangeliyu;['ye', 'ñma', 'nge', 'liyu']
20345;füchachengeliyu;['fücha', 'che', 'nge', 'liyu']
20346;chemleliyu;['chem', 'le', 'liyu']
20347;awkantumekeliyu;['awkantu', 'meke', 'liyu']
20348;mülekafuliyu;['müle', 'ka', 'fu', 'liyu']
20349;mapudunguletuliyu;['mapudungu', 'le', 'tu', 'liyu']
20350;küpakimmapudungualiyu;['küpa', 'kim', 'mapudungu', 'a', 'liyu']
20351;chumleafliyu;['chum', 'le', 'a', 'f', 'liyu']
20352;tukutulualiyu;['tuku', 'tu', 'lu', 'a', 'liyu']
20353;kimeluwliyu;['kimelu', 'w', 'liyu']
20354;enfermerangeliyu;['enfermera', 'nge', 'liyu']
20355;ngeliyu;['nge', 'liyu']
20356;trapitukeliyu;['trapi', 'tu', 'ke', 'liyu']
20357;furirkeliyu;['furi', 'rke', 'liyu']
20358;fureliyu;['fure', 'liyu']
20359;adumaliyu;['adum', 'a', 'liyu']
20360;pamulongkoleliyu;['pamu', 'longko', 'le', 'liyu']
20361;pamupiwkeleliyu;['pamupiwke', 'le', 'liyu']
20362;niefliyu;['nie', 'f', 'liyu']
20363;tripapaliyu;['tripa', 'pa', 'liyu']
20364;utrufrupaliyu;['utrufrupa', 'liyu']
20365;mongetualiyu;['monge', 'tu', 'a', 'liyu']
20366;nierkeliyu;['nie', 'rke', 'liyu']
20367;putokokeliyu;['putoko', 'ke', 'liyu']
20368;putokoliyu;['putoko', 'liyu']
20369;areliyu;['are', 'liyu']
20370;areleliyu;['are', 'le', 'liyu']
20371;pamuleliyu;['pamu', 'le', 'liyu']
20372;aluñmayaliyu;['alu', 'ñma', 'ya', 'liyu']
20373;lawentuñmupayaliyu;['lawen', 'tu', 'ñmu', 'pa', 'ya', 'liyu']
20374;ramtupayaliyu;['ramtu', 'pa', 'ya', 'liyu']
20375;wemunentungeafuliyu;['wemunentu', 'nge', 'a', 'fu', 'liyu']
20376;mülepeliyu;['müle', 'pe', 'liyu']
20377;feypipiliyu;['fey', 'pi', 'pi', 'liyu']
20378;kutranleliyu;['kutran', 'le', 'liyu']
20379;umawpuliyu;['umaw', 'pu', 'liyu']
20380;wemunentungeliyu;['wemunentu', 'nge', 'liyu']
20381;amulefuliyu;['amu', 'le', 'fu', 'liyu']
20382;konfuliyu;['kon', 'fu', 'liyu']
20383;operaliyu;['opera', 'liyu']
20384;kuydapatuliyu;['kuyda', 'pa', 'tu', 'liyu']
20385;kuydangeliyu;['kuyda', 'nge', 'liyu']
20386;kümelkayaliyu;['küme', 'l', 'ka', 'ya', 'liyu']
20387;chüfüliyu;['chüfü', 'liyu']
20388;sondatuleliyu;['sonda', 'tu', 'le', 'liyu']
20389;estudiapatufuliyu;['estudia', 'pa', 'tu', 'fu', 'liyu']
20390;pemealiyu;['pe', 'me', 'a', 'liyu']
20391;müleputuliyu;['müle', 'pu', 'tu', 'liyu']
20392;küdawnawpuliyu;['küdaw', 'naw', 'pu', 'liyu']
20393;kümelkalepuliyu;['küme', 'l', 'ka', 'le', 'pu', 'liyu']
20394;taliyu;['ta', 'liyu']
20395;fantekeliyu;['fante', 'ke', 'liyu']
20396;akutufuliyu;['aku', 'tu', 'fu', 'liyu']
20397;küpatualiyu;['küpa', 'tu', 'a', 'liyu']
20398;kümekunuliyu;['küme', 'kunu', 'liyu']
20399;kisulekaafuliyu;['kisu', 'le', 'ka', 'a', 'fu', 'liyu']
20400;mütrümngekeliyu;['mütrüm', 'nge', 'ke', 'liyu']
20401;küdawkülekeliyu;['küdaw', 'küle', 'ke', 'liyu']
20402;kelluniengeliyu;['kellu', 'nie', 'nge', 'liyu']
20403;faltaliyu;['falta', 'liyu']
20404;tukukafuliyu;['tuku', 'ka', 'fu', 'liyu']
20405;tonfunagngeliyu;['tonfu', 'nag', 'nge', 'liyu']
20406;angkünagmekeliyu;['angkü', 'nag', 'meke', 'liyu']
20407;felerkefuliyu;['fele', 'rke', 'fu', 'liyu']
20408;allkutualiyu;['allkutu', 'a', 'liyu']
20409;kimelkeliyu;['kimel', 'ke', 'liyu']
20410;ayikeliyu;['ayi', 'ke', 'liyu']
20411;profesorngeliyu;['profesor', 'nge', 'liyu']
20412;kimelfengeliyu;['kimelfe', 'nge', 'liyu']
20413;küpakimfuliyu;['küpa', 'kim', 'fu', 'liyu']
20414;profesormekekerkefuliyu;['profesor', 'meke', 'ke', 'rke', 'fu', 'liyu']
20415;educaliyu;['educa', 'liyu']
20416;allkükefuliyu;['allkü', 'ke', 'fu', 'liyu']
20417;mapudunguleliyu;['mapudungu', 'le', 'liyu']
20418;tukungekefuliyu;['tuku', 'nge', 'ke', 'fu', 'liyu']
20419;enekechileliyu;['ene', 'kechi', 'le', 'liyu']
20420;wallpaleliyu;['wall', 'pa', 'le', 'liyu']
20421;nütramkaleliyu;['nütramka', 'le', 'liyu']
20422;yafutuliyu;['yafutu', 'liyu']
20423;ayikefuliyu;['ayi', 'ke', 'fu', 'liyu']
20424;explicakefuliyu;['explica', 'ke', 'fu', 'liyu']
20425;elukefuliyu;['elu', 'ke', 'fu', 'liyu']
20426;kimkefuliyu;['kim', 'ke', 'fu', 'liyu']
20427;adumkefuliyu;['adum', 'ke', 'fu', 'liyu']
20428;rulpakefuliyu;['rulpa', 'ke', 'fu', 'liyu']
20429;allküfuliyu;['allkü', 'fu', 'liyu']
20430;akukefuliyu;['aku', 'ke', 'fu', 'liyu']
20431;kimkeliyu;['kim', 'ke', 'liyu']
20432;escribingeliyu;['escribi', 'nge', 'liyu']
20433;adentukeliyu;['adentu', 'ke', 'liyu']
20434;wiringeliyu;['wiri', 'nge', 'liyu']
20435;kewangekefuliyu;['kewa', 'nge', 'ke', 'fu', 'liyu']
20436;kewangekerkefuliyu;['kewa', 'nge', 'ke', 'rke', 'fu', 'liyu']
20437;castigangekerkefuliyu;['castiga', 'nge', 'ke', 'rke', 'fu', 'liyu']
20438;castigangeliyu;['castiga', 'nge', 'liyu']
20439;mapudungungeliyu;['mapudungu', 'nge', 'liyu']
20440;kimeltungeliyu;['kimel', 'tu', 'nge', 'liyu']
20441;castigangekefuliyu;['castiga', 'nge', 'ke', 'fu', 'liyu']
20442;kewangeliyu;['kewa', 'nge', 'liyu']
20443;pipeliyu;['pi', 'pe', 'liyu']
20444;longkoliyu;['longko', 'liyu']
20445;nochilkakeliyu;['nochi', 'l', 'ka', 'ke', 'liyu']
20446;kimwingkadunguliyu;['kim', 'wingkadungu', 'liyu']
20447;allkükeliyu;['allkü', 'ke', 'liyu']
20448;amatungekeliyu;['amatu', 'nge', 'ke', 'liyu']
20449;profesorngerumeliyu;['profesor', 'nge', 'rume', 'liyu']
20450;kimelfengerumeliyu;['kimelfe', 'nge', 'rume', 'liyu']
20451;kimeltuafuliyu;['kimel', 'tu', 'a', 'fu', 'liyu']
20452;kimelkerkeliyu;['kimel', 'ke', 'rke', 'liyu']
20453;profesorngekerkeliyu;['profesor', 'nge', 'ke', 'rke', 'liyu']
20454;kimentumeliyu;['kim', 'entu', 'me', 'liyu']
20455;umawlekeliyu;['umaw', 'le', 'ke', 'liyu']
20456;ayulkeliyu;['ayu', 'l', 'ke', 'liyu']
20457;ramtukefuliyu;['ramtu', 'ke', 'fu', 'liyu']
20458;ñochingeliyu;['ñochi', 'nge', 'liyu']
20459;wirikonküleliyu;['wiri', 'kon', 'küle', 'liyu']
20460;ayialiyu;['ayi', 'a', 'liyu']
20461;ngüneluwliyu;['ngüneluw', 'liyu']
20462;allküleliyu;['allkü', 'le', 'liyu']
20463;kimeltualiyu;['kimel', 'tu', 'a', 'liyu']
20464;lelingeliyu;['leli', 'nge', 'liyu']
20465;enseñacherkeliyu;['enseña', 'che', 'rke', 'liyu']
20466;nuyuliyu;['nuyu', 'liyu']
20467;llikakeliyu;['llika', 'ke', 'liyu']
20468;llikangeliyu;['llika', 'nge', 'liyu']
20469;nuyunuyungeliyu;['nuyu', 'nuyu', 'nge', 'liyu']
20470;pipiyengekeliyu;['pi', 'pi', 'ye', 'nge', 'ke', 'liyu']
20471;llikaniekaliyu;['llika', 'nie', 'ka', 'liyu']
20472;tranquilitoleliyu;['tranquilito', 'le', 'liyu']
20473;ngümangümakeliyu;['ngüma', 'ngüma', 'ke', 'liyu']
20474;wüzaliyu;['wüza', 'liyu']
20475;mütrümeliyu;['mütrüm', 'e', 'liyu']
20476;ayiwkületuliyu;['ayi', 'w', 'küle', 'tu', 'liyu']
20477;ayiwtuliyu;['ayi', 'w', 'tu', 'liyu']
20478;ngüpafngüpafngeliyu;['ngüpaf', 'ngüpaf', 'nge', 'liyu']
20479;naykümeliyu;['nayküme', 'liyu']
20480;rakiduamkefuliyu;['rakiduam', 'ke', 'fu', 'liyu']
20481;puwküleliyu;['puw', 'küle', 'liyu']
20482;femngekeliyu;['fem', 'nge', 'ke', 'liyu']
20483;welulkawaliyu;['welu', 'l', 'ka', 'w', 'a', 'liyu']
20484;zincngeliyu;['zinc', 'nge', 'liyu']
20485;mületualiyu;['müle', 'tu', 'a', 'liyu']
20486;kümelkaletualiyu;['küme', 'l', 'ka', 'le', 'tu', 'a', 'liyu']
20487;enseñangeliyu;['enseña', 'nge', 'liyu']
20488;mapuchedungualiyu;['mapuche', 'dungu', 'a', 'liyu']
20489;ramtuafuliyu;['ramtu', 'a', 'fu', 'liyu']
20490;entendeliyu;['entende', 'liyu']
20491;yewentukutuliyu;['yewen', 'tuku', 'tu', 'liyu']
20492;yeweniealiyu;['yewe', 'nie', 'a', 'liyu']
20493;yeweafuliyu;['yewe', 'a', 'fu', 'liyu']
20494;wingkadungungeleliyu;['wingkadungu', 'nge', 'le', 'liyu']
20495;trawüliyu;['trawü', 'liyu']
20496;ñiwunkefuliyu;['ñiwun', 'ke', 'fu', 'liyu']
20497;tukukunuliyu;['tuku', 'kunu', 'liyu']
20498;kellukefuliyu;['kellu', 'ke', 'fu', 'liyu']
20499;kellualiyu;['kellu', 'a', 'liyu']
20500;kellumealiyu;['kellu', 'me', 'a', 'liyu']
20501;ülkantulekefuliyu;['ülkantu', 'le', 'ke', 'fu', 'liyu']
20502;trillaliyu;['trilla', 'liyu']
20503;kimülkantuliyu;['kim', 'ül', 'kantu', 'liyu']
20504;pütrülekefuliyu;['pütrü', 'le', 'ke', 'fu', 'liyu']
20505;allkutuliyu;['allkutu', 'liyu']
20506;amufuliyu;['amu', 'fu', 'liyu']
20507;ülkantualiyu;['ülkantu', 'a', 'liyu']
20508;inayaliyu;['ina', 'ya', 'liyu']
20509;wengetuliyu;['we', 'nge', 'tu', 'liyu']
20510;chemngetuliyu;['chem', 'nge', 'tu', 'liyu']
20511;mapuchedungutuliyu;['mapuche', 'dungu', 'tu', 'liyu']
20512;dungutuliyu;['dungu', 'tu', 'liyu']
20513;estudialetuliyu;['estudia', 'le', 'tu', 'liyu']
20514;fentreleliyu;['fentre', 'le', 'liyu']
20515;yewentukunieliyu;['yewen', 'tuku', 'nie', 'liyu']
20516;usakefuliyu;['usa', 'ke', 'fu', 'liyu']
20517;mapuchedungulekefuliyu;['mapuche', 'dungu', 'le', 'ke', 'fu', 'liyu']
20518;trawülekefuliyu;['trawü', 'le', 'ke', 'fu', 'liyu']
20519;lloftumekefuliyu;['lloftu', 'meke', 'fu', 'liyu']
20520;lloftumealiyu;['lloftu', 'me', 'a', 'liyu']
20521;kewatukeliyu;['kewa', 'tu', 'ke', 'liyu']
20522;wemuntungeliyu;['wemun', 'tu', 'nge', 'liyu']
20523;fütangealiyu;['füta', 'nge', 'a', 'liyu']
20524;mandaliyu;['manda', 'liyu']
20525;ingkatucheliyu;['ingkatu', 'che', 'liyu']
20526;nieñmualiyu;['nie', 'ñmu', 'a', 'liyu']
20527;anukunungeliyu;['anu', 'kunu', 'nge', 'liyu']
20528;küpapeliyu;['küpa', 'pe', 'liyu']
20529;dungupapeliyu;['dungu', 'pa', 'pe', 'liyu']
20530;kellupeliyu;['kellu', 'pe', 'liyu']
20531;ayeñmangeliyu;['aye', 'ñma', 'nge', 'liyu']
20532;dungupapeeliyu;['dungu', 'pa', 'pe', 'e', 'liyu']
20533;pimengeliyu;['pi', 'me', 'nge', 'liyu']
20534;ayefuliyu;['aye', 'fu', 'liyu']
20535;piwkeyewliyu;['piwke', 'y', 'ew', 'liyu']
20536;llikamekeliyu;['llika', 'meke', 'liyu']
20537;ilongepaliyu;['ilo', 'nge', 'pa', 'liyu']
20538;yengealiyu;['ye', 'nge', 'a', 'liyu']
20539;ilongepuliyu;['ilo', 'nge', 'pu', 'liyu']
20540;ilokawliyu;['ilo', 'ka', 'w', 'liyu']
20541;putukeliyu;['putu', 'ke', 'liyu']
20542;ngelaliyu;['nge', 'la', 'liyu']
20543;leftripaliyu;['lef', 'tripa', 'liyu']
20544;lefleftripaliyu;['lef', 'lef', 'tripa', 'liyu']
20545;ellkatripaliyu;['ellka', 'tripa', 'liyu']
20546;respetawfuliyu;['respeta', 'w', 'fu', 'liyu']
20547;yelelngeliyu;['ye', 'lel', 'nge', 'liyu']
20548;weupitungepuliyu;['weupi', 'tu', 'nge', 'pu', 'liyu']
20549;tokakeliyu;['toka', 'ke', 'liyu']
20550;uniwkülefuliyu;['uniw', 'küle', 'fu', 'liyu']
20551;uniwkülekefuliyu;['uniw', 'küle', 'ke', 'fu', 'liyu']
20552;adkunukefuliyu;['ad', 'kunu', 'ke', 'fu', 'liyu']
20553;mülepufuliyu;['müle', 'pu', 'fu', 'liyu']
20554;purrumekefuliyu;['purru', 'meke', 'fu', 'liyu']
20555;masatumekefuliyu;['masatu', 'meke', 'fu', 'liyu']
20556;kultruntukelefuliyu;['kultrun', 'tu', 'ke', 'le', 'fu', 'liyu']
20557;masatulekefuliyu;['masatu', 'le', 'ke', 'fu', 'liyu']
20558;masatuliyu;['masatu', 'liyu']
20559;privaliyu;['priva', 'liyu']
20560;mületuliyu;['müle', 'tu', 'liyu']
20561;kiñekeleliyu;['kiñe', 'ke', 'le', 'liyu']
20562;mongeliyu;['monge', 'liyu']
20563;ngüneliyu;['ngüne', 'liyu']
20564;wengeliyu;['we', 'nge', 'liyu']
20565;rupatuliyu;['rupa', 'tu', 'liyu']
20566;rungofalngekeliyu;['rungo', 'fal', 'nge', 'ke', 'liyu']
20567;kutrankefuliyu;['kutran', 'ke', 'fu', 'liyu']
20568;kimniefuliyu;['kim', 'nie', 'fu', 'liyu']
20569;kutranpiwkeliyu;['kutran', 'piwke', 'liyu']
20570;adkintukepufuliyu;['adkintu', 'ke', 'pu', 'fu', 'liyu']
20571;piwkekechileliyu;['piwke', 'kechi', 'le', 'liyu']
20572;trafokaliyu;['trafo', 'ka', 'liyu']
20573;trananawürkeliyu;['trana', 'naw', 'ürke', 'liyu']
20574;pipaliyu;['pi', 'pa', 'liyu']
20575;kümelkalekaliyu;['küme', 'l', 'ka', 'le', 'ka', 'liyu']
20576;allfüluwliyu;['allfü', 'lu', 'w', 'liyu']
20577;utrunagliyu;['utrunag', 'liyu']
20578;tranakunuliyu;['trana', 'kunu', 'liyu']
20579;adkintuaeliyu;['adkintu', 'a', 'e', 'liyu']
20580;famtripapaliyu;['fam', 'tripa', 'pa', 'liyu']
20581;kintunieliyu;['kintu', 'nie', 'liyu']
20582;yelmeaeliyu;['ye', 'l', 'me', 'a', 'e', 'liyu']
20583;trafoliyu;['trafo', 'liyu']
20584;lapaliyu;['lapa', 'liyu']
20585;tukulngetukefuliyu;['tuku', 'l', 'nge', 'tu', 'ke', 'fu', 'liyu']
20586;trariniengeliyu;['trari', 'nie', 'nge', 'liyu']
20587;chapamtukunungeliyu;['chapam', 'tu', 'kunu', 'nge', 'liyu']
20588;ngünealiyu;['ngüne', 'a', 'liyu']
20589;dungulealiyu;['dungu', 'le', 'a', 'liyu']
20590;ngoymanieafuliyu;['ngoyma', 'nie', 'a', 'fu', 'liyu']
20591;dungupeliyu;['dungu', 'pe', 'liyu']
20592;aretuüykiyawpeafuliyu;['aretu', 'üy', 'kiyaw', 'pe', 'a', 'fu', 'liyu']
20593;kimmapudungualiyu;['kim', 'mapudungu', 'a', 'liyu']
20594;trafmepeliyu;['traf', 'me', 'pe', 'liyu']
20595;küpakefuliyu;['küpa', 'ke', 'fu', 'liyu']
20596;küpafuliyu;['küpa', 'fu', 'liyu']
20597;ayeñmangeafuliyu;['aye', 'ñma', 'nge', 'a', 'fu', 'liyu']
20598;purruafuliyu;['purru', 'a', 'fu', 'liyu']
20599;kintuliyu;['kintu', 'liyu']
20600;kimelngealiyu;['kimel', 'nge', 'a', 'liyu']
20601;purrunkiyawfuliyu;['purru', 'n', 'kiyaw', 'fu', 'liyu']
20602;feypikealiyu;['fey', 'pi', 'ke', 'a', 'liyu']
20603;ayiwkülealiyu;['ayi', 'w', 'küle', 'a', 'liyu']
20604;ülkantumekeliyu;['ülkantu', 'meke', 'liyu']
20605;inayawülngeliyu;['ina', 'yaw', 'ül', 'nge', 'liyu']
20606;ülkantufengealiyu;['ülkantu', 'fe', 'nge', 'a', 'liyu']
20607;chaliliyu;['chali', 'liyu']
20608;ngoymatuliyu;['ngoyma', 'tu', 'liyu']
20609;fütangeliyu;['füta', 'nge', 'liyu']
20610;kewliyu;['kew', 'liyu']
20611;küpakeliyu;['küpa', 'ke', 'liyu']
20612;werküaliyu;['werkü', 'a', 'liyu']
20613;femaliyu;['fem', 'a', 'liyu']
20614;kimtualiyu;['kim', 'tu', 'a', 'liyu']
20615;tukumekealiyu;['tuku', 'meke', 'a', 'liyu']
20616;feypirkefuliyu;['fey', 'pi', 'rke', 'fu', 'liyu']
20617;mapudungukealiyu;['mapudungu', 'ke', 'a', 'liyu']
20618;traftuafuliyu;['traf', 'tu', 'a', 'fu', 'liyu']
20619;pieliliyu;['pi', 'e', 'l', 'i', 'liyu']
20620;konpafemafuliyu;['kon', 'pa', 'fem', 'a', 'fu', 'liyu']
20621;relküleliyu;['rel', 'küle', 'liyu']
20622;ñamyawliyu;['ñam', 'yaw', 'liyu']
20623;mapuchedungukeliyu;['mapuche', 'dungu', 'ke', 'liyu']
20624;weupifengealiyu;['weupi', 'fe', 'nge', 'a', 'liyu']
20625;urkutulealiyu;['urku', 'tu', 'le', 'a', 'liyu']
20626;kaliyu;['ka', 'liyu']
20627;pekeliyu;['pe', 'ke', 'liyu']
20628;matetuliyu;['mate', 'tu', 'liyu']
20629;ngoymakeliyu;['ngoyma', 'ke', 'liyu']
20630;inanieliyu;['ina', 'nie', 'liyu']
20631;leliniekefuliyu;['leli', 'nie', 'ke', 'fu', 'liyu']
20632;lelikefuliyu;['leli', 'ke', 'fu', 'liyu']
20633;lukutuliyu;['luku', 'tu', 'liyu']
20634;lelitukefuliyu;['leli', 'tu', 'ke', 'fu', 'liyu']
20635;relkülekefuliyu;['rel', 'küle', 'ke', 'fu', 'liyu']
20636;walloñmekefuliyu;['walloñ', 'meke', 'fu', 'liyu']
20637;witranngekefuliyu;['witran', 'nge', 'ke', 'fu', 'liyu']
20638;lladküdunguliyu;['lladkü', 'dungu', 'liyu']
20639;ayükülekealiyu;['ayü', 'küle', 'ke', 'a', 'liyu']
20640;llowkeliyu;['llow', 'ke', 'liyu']
20641;chumkakunukefuliyu;['chum', 'ka', 'kunu', 'ke', 'fu', 'liyu']
20642;tranakefuliyu;['trana', 'ke', 'fu', 'liyu']
20643;llowngeliyu;['llow', 'nge', 'liyu']
20644;elngekefuliyu;['el', 'nge', 'ke', 'fu', 'liyu']
20645;chemküleliyu;['chem', 'küle', 'liyu']
20646;nualiyu;['nu', 'a', 'liyu']
20647;tremkeliyu;['trem', 'ke', 'liyu']
20648;tremkületukeliyu;['trem', 'küle', 'tu', 'ke', 'liyu']
20649;kallpituliyu;['kallpitu', 'liyu']
20650;kallpitungeliyu;['kallpitu', 'nge', 'liyu']
20651;pikealiyu;['pi', 'ke', 'a', 'liyu']
20652;entukealiyu;['entu', 'ke', 'a', 'liyu']
20653;entufuliyu;['entu', 'fu', 'liyu']
20654;lladkükefuliyu;['lladkü', 'ke', 'fu', 'liyu']
20655;pütrüleliyu;['pütrü', 'le', 'liyu']
20656;ngümayaliyu;['ngüma', 'ya', 'liyu']
20657;chengefuliyu;['che', 'nge', 'fu', 'liyu']
20658;nieelfuliyu;['nie', 'el', 'fu', 'liyu']
20659;üyelkefuliyu;['üy', 'el', 'ke', 'fu', 'liyu']
20660;kimfemkefuliyu;['kim', 'fem', 'ke', 'fu', 'liyu']
20661;kataliyu;['kata', 'liyu']
20662;pultrunniekefuliyu;['pultrun', 'nie', 'ke', 'fu', 'liyu']
20663;felekerkeliyu;['fele', 'ke', 'rke', 'liyu']
20664;kuchatukeliyu;['kucha', 'tu', 'ke', 'liyu']
20665;umawkefuliyu;['umaw', 'ke', 'fu', 'liyu']
20666;entumekefuliyu;['entu', 'meke', 'fu', 'liyu']
20667;chemkealiyu;['chem', 'ke', 'a', 'liyu']
20668;elumualiyu;['elu', 'mu', 'a', 'liyu']
20669;wefpaliyu;['wef', 'pa', 'liyu']
20670;pikelleliyu;['pi', 'ke', 'lle', 'liyu']
20671;kontukeliyu;['kon', 'tu', 'ke', 'liyu']
20672;küpakekonfuliyu;['küpa', 'ke', 'kon', 'fu', 'liyu']
20673;entuniengekeliyu;['entu', 'nie', 'nge', 'ke', 'liyu']
20674;femkealiyu;['fem', 'ke', 'a', 'liyu']
20675;kimmekeliyu;['kim', 'me', 'ke', 'liyu']
20676;nütramkapakeliyu;['nütramka', 'pa', 'ke', 'liyu']
20677;kimngüreliyu;['kim', 'ngüre', 'liyu']
20678;amulekafuliyu;['amu', 'le', 'ka', 'fu', 'liyu']
20679;mapudunguntufuliyu;['mapudungun', 'tu', 'fu', 'liyu']
20680;lladkürumeliyu;['lladkü', 'rume', 'liyu']
20681;femmekeliyu;['fem', 'meke', 'liyu']
20682;ñamkeliyu;['ñam', 'ke', 'liyu']
20683;dunguleliyu;['dungu', 'le', 'liyu']
20684;piyawkeliyu;['pi', 'yaw', 'ke', 'liyu']
20685;wünetualiyu;['wüne', 'tu', 'a', 'liyu']
20686;chumpapeliyu;['chum', 'pa', 'pe', 'liyu']
20687;poyenngekeliyu;['poyen', 'nge', 'ke', 'liyu']
20688;pingekeyaliyu;['pi', 'nge', 'ke', 'ya', 'liyu']
20689;wimuntuliyu;['wimun', 'tu', 'liyu']
20690;trapumaliyu;['trapum', 'a', 'liyu']
20691;küdawkealiyu;['küdaw', 'ke', 'a', 'liyu']
20692;witrayaliyu;['witra', 'ya', 'liyu']
20693;dakeluwliyu;['dakelu', 'w', 'liyu']
20694;entungekeliyu;['entu', 'nge', 'ke', 'liyu']
20695;trepeleliyu;['trepe', 'le', 'liyu']
20696;küpatrepeleliyu;['küpa', 'trepe', 'le', 'liyu']
20697;amutupeliyu;['amu', 'tu', 'pe', 'liyu']
20698;dungufuliyu;['dungu', 'fu', 'liyu']
20699;laleliyu;['la', 'le', 'liyu']
20700;wiñoliyu;['wiño', 'liyu']
20701;wiñorakiduamtualiyu;['wiño', 'rakiduam', 'tu', 'a', 'liyu']
20702;pellkeleliyu;['pellke', 'le', 'liyu']
20703;penieliyu;['pe', 'nie', 'liyu']
20704;wallontumekeliyu;['wallo', 'n', 'tu', 'meke', 'liyu']
20705;wewngeliyu;['wew', 'nge', 'liyu']
20706;allkütualiyu;['allkü', 'tu', 'a', 'liyu']
20707;rulpaliyu;['rulpa', 'liyu']
20708;piluleliyu;['pilu', 'le', 'liyu']
20709;wiñodungutuliyu;['wiño', 'dungu', 'tu', 'liyu']
20710;wiñorakiduamtuliyu;['wiño', 'rakiduam', 'tu', 'liyu']
20711;fulküleliyu;['ful', 'küle', 'liyu']
20712;ingkayaliyu;['ingka', 'ya', 'liyu']
20713;feypipeliyu;['fey', 'pi', 'pe', 'liyu']
20714;nagpaliyu;['nag', 'pa', 'liyu']
20715;inafulkületuliyu;['inaful', 'küle', 'tu', 'liyu']
20716;kuydaniepakefuliyu;['kuyda', 'nie', 'pa', 'ke', 'fu', 'liyu']
20717;chaliwkeliyu;['chali', 'w', 'ke', 'liyu']
20718;pewliyu;['pe', 'w', 'liyu']
20719;piwkeliyu;['pi', 'w', 'ke', 'liyu']
20720;pentukukeliyu;['pentuku', 'ke', 'liyu']
20721;karukatunieliyu;['karukatu', 'nie', 'liyu']
20722;kontawküleliyu;['kontaw', 'küle', 'liyu']
20723;trekayawliyu;['treka', 'yaw', 'liyu']
20724;tralkatuwliyu;['tralkatu', 'w', 'liyu']
20725;fendengekeliyu;['fende', 'nge', 'ke', 'liyu']
20726;kewangekeliyu;['kewa', 'nge', 'ke', 'liyu']
20727;pingümngekefuliyu;['pingüm', 'nge', 'ke', 'fu', 'liyu']
20728;pultrunngekefuliyu;['pultrun', 'nge', 'ke', 'fu', 'liyu']
20729;ngütrüngekefuliyu;['ngütrü', 'nge', 'ke', 'fu', 'liyu']
20730;wedalkamekeliyu;['weda', 'l', 'ka', 'meke', 'liyu']
20731;willuletuliyu;['willu', 'le', 'tu', 'liyu']
20732;akutukeliyu;['aku', 'tu', 'ke', 'liyu']
20733;umawtualiyu;['umaw', 'tu', 'a', 'liyu']
20734;llikatukunukeliyu;['llika', 'tu', 'kunu', 'ke', 'liyu']
20735;ayetukeliyu;['aye', 'tu', 'ke', 'liyu']
20736;Chilengeliyu;['Chile', 'nge', 'liyu']
20737;wewliyu;['wew', 'liyu']
20738;ayiwrkeliyu;['ayi', 'w', 'rke', 'liyu']
20739;pifueliyu;['pi', 'fu', 'e', 'liyu']
20740;mapuliyu;['mapu', 'liyu']
20741;pelotatumekeliyu;['pelota', 'tu', 'meke', 'liyu']
20742;mapunchengeliyu;['mapunche', 'nge', 'liyu']
20743;femfuliyu;['fem', 'fu', 'liyu']
